/* DATA DESCRIPTION:
Citation:	Spangenberg, Ines; Overduin, Pier Paul; Damm, Ellen; Bussmann, Ingeborg; Meyer, Hanno; Liebner, Susanne; Angelopoulos, Michael; Biskaborn, Boris K; Grigoriev, Mikhail N; Grosse, Guido (2020): Dissolved methane and hydrochemical parameters in ice cores from April 2017 of a bay, thermokarst lagoon, and thermokarst lake, Bykovsky Peninsula, Lena Delta area. PANGAEA, https://doi.org/10.1594/PANGAEA.913642
Abstract:	Data were analyzed to study the role of an winter ice cover for methane cycles of three different stages in the lake-lagoon-shelf transition in a region of rapidly thawing permafrost in northeast Siberia. Dissolved methane concentrations and stable carbon isotopic signature of methane as well as hydrochemical parameters, as stable water isotope composition, electrical conductivity, dissolved organic carbon and temperature were analyzed in ice cores. The ice cores were taken at Tiksi Bay (core 27-30), Polar Fox Lagoon (core 31 and 32), and Goltsovoye Lake (core 20-24) in April 2017.
Keyword(s):	carbon fluxes; lake ice; methane pathways; Permafrost; Sea ice; Stable isotopes
Supplement to:	Spangenberg, Ines; Overduin, Pier Paul; Damm, Ellen; Bussmann, Ingeborg; Meyer, Hanno; Liebner, Susanne; Angelopoulos, Michael; Biskaborn, Boris K; Grigoriev, Mikhail N; Grosse, Guido (in review): Methane Pathways in Winter Ice of Thermokarst Lakes, Lagoons and Coastal Waters in North Siberia. The Cryosphere Discussions, https://doi.org/10.5194/tc-2019-304
Project(s):	Permafrost Research (Periglacial Dynamics) @ AWI (AWI_PerDyn) (URI: http://www.awi.de/en/science/geosciences/periglacial-research.html)
	Rapid Permafrost Thaw in a Warming Arctic and Impacts on the Soil Organic Carbon Pool (PETA-CARB) (URI: https://www.awi.de/en/science/junior-groups/peta-carb.html)
Coverage:	MEDIAN LATITUDE: 71.737225 * MEDIAN LONGITUDE: 129.325208 * SOUTH-BOUND LATITUDE: 71.717412 * WEST-BOUND LONGITUDE: 129.299160 * NORTH-BOUND LATITUDE: 71.745440 * EAST-BOUND LONGITUDE: 129.349096
	DATE/TIME START: 2017-04-07T00:00:00 * DATE/TIME END: 2017-04-11T00:00:00
	MINIMUM ELEVATION: 0.0 m * MAXIMUM ELEVATION: 5.0 m
Event(s):	BYK17_ICE20 (BK17-LK-2) * LATITUDE: 71.745300 * LONGITUDE: 129.302200 * DATE/TIME: 2017-04-07T00:00:00 * ELEVATION: 5.0 m * Recovery: 1.9 m * LOCATION: Goltsovoye Lake, Siberia, Russia * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
	BYK17_ICE21 (BK17-LK-1) * LATITUDE: 71.745440 * LONGITUDE: 129.299160 * DATE/TIME: 2017-04-08T00:00:00 * ELEVATION: 5.0 m * Recovery: 1.1 m * LOCATION: Goltsovoye Lake, Siberia, Russia * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
	BYK17_ICE22 (BK17-LK-4) * LATITUDE: 71.745300 * LONGITUDE: 129.306500 * DATE/TIME: 2017-04-08T00:00:00 * ELEVATION: 5.0 m * Recovery: 1.33 m * LOCATION: Goltsovoye Lake, Siberia, Russia * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
	BYK17_ICE23 (BK17-LK-5) * LATITUDE: 71.745300 * LONGITUDE: 129.310600 * DATE/TIME: 2017-04-08T00:00:00 * ELEVATION: 5.0 m * Recovery: 1.68 m * LOCATION: Goltsovoye Lake, Siberia, Russia * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
	BYK17_ICE24 (BK17-LK-3) * LATITUDE: 71.745300 * LONGITUDE: 129.304600 * DATE/TIME: 2017-04-08T00:00:00 * ELEVATION: 5.0 m * Recovery: 1.97 m * LOCATION: Goltsovoye Lake, Siberia, Russia * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
	BYK17_ICE27 (BK17-BY-4) * LATITUDE: 71.717412 * LONGITUDE: 129.349096 * DATE/TIME: 2017-04-10T00:00:00 * ELEVATION: 0.0 m * Recovery: 1.49 m * LOCATION: Tiksi Bay * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: The expedition report contains wrong Longitude (129.3401)
	BYK17_ICE28 (BK17-BY-3) * LATITUDE: 71.721819 * LONGITUDE: 129.347068 * DATE/TIME: 2017-04-10T00:00:00 * ELEVATION: 0.0 m * Recovery: 1.50 m * LOCATION: Tiksi Bay * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
	BYK17_ICE29 (BK17-BY-2) * LATITUDE: 71.726111 * LONGITUDE: 129.345277 * DATE/TIME: 2017-04-11T00:00:00 * ELEVATION: 0.0 m * Recovery: 1.31 m * LOCATION: Tiksi Bay * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
	BYK17_ICE30 (BK17-BY-1) * LATITUDE: 71.730528 * LONGITUDE: 129.343183 * DATE/TIME: 2017-04-11T00:00:00 * ELEVATION: 0.0 m * Recovery: 1.44 m * LOCATION: Tiksi Bay * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: The expedition report contains wrong Longitude (129.33391)
	BYK17_ICE31 (BK17-LG-2) * LATITUDE: 71.743130 * LONGITUDE: 129.333910 * DATE/TIME: 2017-04-11T00:00:00 * ELEVATION: 0.0 m * Recovery: 1.90 m * LOCATION: Polar Fox Lagoon * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
	BYK17_ICE32 (BK17-LG-1) * LATITUDE: 71.743840 * LONGITUDE: 129.335690 * DATE/TIME: 2017-04-11T00:00:00 * ELEVATION: 0.0 m * Recovery: 1.10 m * LOCATION: Polar Fox Lagoon * CAMPAIGN: Lena2017 (RU-Land_2017_Lena) (URI: https://doi.org/10.2312/BzPM_0725_2018) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	Event label (Event) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Optional event label (Event 2) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Sample code/label (Sample label) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	DATE/TIME (Date/Time) * GEOCODE * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Latitude of event (Latitude) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Longitude of event (Longitude) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	ELEVATION [m a.s.l.] (Elevation) * GEOCODE * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Core (Core) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Recovery [m] (Recovery) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Depth, top/min [m] (Depth top) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Depth, bottom/max [m] (Depth bot) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Snow thickness [m] (Snow thick) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Salinity (Sal) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de) * COMMENT: PSU
	Conductivity [mS/cm] (Cond) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	pH (pH) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Temperature, water [°C] (Temp) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Carbon, organic, dissolved [mg/l] (DOC) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Methane [nmol/l] (CH4) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	δ13C [‰ PDB] (δ13C) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	δ18O [‰] (δ18O) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	δ Deuterium [‰ SMOW] (δD) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Deuterium excess [‰] (d xs) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Fluoride [mg/l] (F-) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Chloride [mg/l] (Cl-) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Sulfate [mg/l] ([SO4]2-) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Bromide [mg/l] (Br-) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Nitrate [mg/l] ([NO3]-) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Phosphate [mg/l] ([PO4]3-) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Aluminium [µg/l] (Al) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Barium [µg/l] (Ba) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Calcium [mg/l] (Ca2+) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Iron [µg/l] (Fe) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Potassium [mg/l] (K+) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Magnesium [mg/l] (Mg2+) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Manganese [µg/l] (Mn) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Sodium [mg/l] (Na+) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Phosphorus [mg/l] (P) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Silicon [mg/l] (Si) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
	Strontium [µg/l] (Sr) * PI: Spangenberg, Ines (ines.spangenberg@gmx.de)
Change history:	2020-11-20T08:41:57 - Longitude for cores 27 and 30 (wronly reported in expedition report) corrected
	2020-11-20T08:44:11 - Sample labels adjusted to match the related manuscript
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	4438 data points
*/
Event	Event 2	Sample label	Date/Time	Latitude	Longitude	Elevation [m a.s.l.]	Core	Recovery [m]	Depth ice/snow [m]	Depth top [m]	Depth bot [m]	Snow thick [m]	Sal	Cond [mS/cm]	pH	Temp [°C]	DOC [mg/l]	CH4 [nmol/l]	δ13C [‰ PDB]	δ18O [‰]	δD [‰ SMOW]	d xs [‰]	F- [mg/l]	Cl- [mg/l]	[SO4]2- [mg/l]	Br- [mg/l]	[NO3]- [mg/l]	[PO4]3- [mg/l]	Al [µg/l]	Ba [µg/l]	Ca2+ [mg/l]	Fe [µg/l]	K+ [mg/l]	Mg2+ [mg/l]	Mn [µg/l]	Na+ [mg/l]	P [mg/l]	Si [mg/l]	Sr [µg/l]
BYK17_ICE20	BK17-LK-2	LK-2_000-010	2017-04-07	71.7453	129.3022	5	20	1.90	0.050	0.00	0.10	0.01				-5.1				-16.335	-130.198	0.481																	
BYK17_ICE20	BK17-LK-2	LK-2_010-020	2017-04-07	71.7453	129.3022	5	20	1.90	0.150	0.10	0.20	0.01				-5.5																							
BYK17_ICE20	BK17-LK-2	LK-2_020-030	2017-04-07	71.7453	129.3022	5	20	1.90	0.250	0.20	0.30	0.01				-5.8				-16.545	-131.810	0.549																	
BYK17_ICE20	BK17-LK-2	LK-2_030-040	2017-04-07	71.7453	129.3022	5	20	1.90	0.350	0.30	0.40	0.01	0.01	0.0297	5.9	-5.4	0.67	4.38	-44.227	-16.526	-131.271	0.938	<0.05	6.78	1.56	0.05	0.35	<0.1	<20	<20	0.24	<20	<0.20	0.52	<20	3.26	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_040-047	2017-04-07	71.7453	129.3022	5	20	1.90	0.435	0.40	0.47	0.01	0.00	0.0041	5.8	-4.9	0.64	4.68	-44.457	-16.356	-130.052	0.795	<0.05	0.85	0.63	<0.05	0.36	<0.1	<20	<20	0.19	<20	<0.20	<0.10	<20	0.28	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_047-057	2017-04-07	71.7453	129.3022	5	20	1.90	0.520	0.47	0.57	0.01	0.01	0.0287	6.0	-4.2	0.51	4.18	-44.380	-16.524	-130.897	1.296	<0.05	7.19	1.38	0.05	0.35	<0.1	<20	<20	0.19	<20	<0.20	0.44	<20	3.48	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_057-067	2017-04-07	71.7453	129.3022	5	20	1.90	0.620	0.57	0.67	0.01	0.01	0.0292	5.2	-3.3	0.48	8.59	-44.974	-16.811	-132.043	2.442	<0.05	6.77	1.26	0.05	0.35	<0.1	<20	<20	0.51	<20	<0.20	0.49	<20	3.26	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_067-077	2017-04-07	71.7453	129.3022	5	20	1.90	0.720	0.67	0.77	0.01	0.02	0.0368	5.7	-2.8	0.59	4.82	-43.547	-16.784	-132.388	1.887	<0.05	8.74	1.57	0.06	0.32	<0.1	<20	<20	0.41	<20	<0.20	0.60	<20	4.31	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_077-088	2017-04-07	71.7453	129.3022	5	20	1.90	0.825	0.77	0.88	0.01	0.00	0.0061	5.3	-2.4	0.49	4.66	-44.074	-16.667	-132.966	0.367	<0.05	1.17	0.64	<0.05	0.32	<0.1	<20	<20	0.37	<20	<0.20	<0.10	<20	0.45	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_090-100	2017-04-07	71.7453	129.3022	5	20	1.90	0.950	0.90	1.00	0.01				-2.0				-16.577	-131.789	0.825																	
BYK17_ICE20	BK17-LK-2	LK-2_100-110	2017-04-07	71.7453	129.3022	5	20	1.90	1.050	1.00	1.10	0.01	0.02	0.0450	5.9	-2.2	0.66	4.19	-45.232	-16.689	-132.651	0.861	<0.05	10.98	1.89	0.06	0.32	<0.1	<20	<20	0.37	<20	0.24	0.70	<20	5.63	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_110-120	2017-04-07	71.7453	129.3022	5	20	1.90	1.150	1.10	1.20	0.01	0.01	0.0183	5.4	-1.6	0.52	4.31	-45.131	-16.750	-132.656	1.343	<0.05	3.89	1.06	<0.05	0.32	<0.1	<20	<20	0.49	<20	<0.20	0.29	<20	1.81	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_120-127	2017-04-07	71.7453	129.3022	5	20	1.90	1.235	1.20	1.27	0.01	0.01	0.0255	5.9	-0.7	0.57	0.02	-45.577	-16.721	-132.517	1.250	<0.05	5.94	1.16	0.05	0.33	<0.1	<20	<20	0.44	<20	<0.20	0.43	<20	2.81	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_127-137	2017-04-07	71.7453	129.3022	5	20	1.90	1.320	1.27	1.37	0.01	0.00	0.0021	5.2	-0.7	0.48	4.10	-44.505	-16.747	-133.224	0.752	<0.05	0.65	0.59	<0.05	0.32	<0.1	<20	<20	<0.10	<20	<0.20	<0.10	<20	<0.20	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_137-147	2017-04-07	71.7453	129.3022	5	20	1.90	1.420	1.37	1.47	0.01	0.01	0.0329	5.4	-0.6	0.56	3.32	-43.753	-16.839	-133.536	1.179	<0.05	7.86	1.30	0.05	0.32	<0.1	<20	<20	0.41	<20	<0.20	0.47	<20	3.97	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_147-160	2017-04-07	71.7453	129.3022	5	20	1.90	1.535	1.47	1.60	0.01	0.01	0.0171	4.9	-0.5	0.50	3.40	-44.864	-16.879	-133.964	1.071	<0.05	3.88	1.00	<0.05	0.32	<0.1	<20	<20	0.17	<20	<0.20	0.26	<20	1.81	<0.10	<0.10	<20
BYK17_ICE20	BK17-LK-2	LK-2_160-170	2017-04-07	71.7453	129.3022	5	20	1.90	1.650	1.60	1.70	0.01				-0.9				-16.797	-133.095	1.283																	
BYK17_ICE20	BK17-LK-2	LK-2_170-180	2017-04-07	71.7453	129.3022	5	20	1.90	1.750	1.70	1.80	0.01				-0.7				-16.810	-133.216	1.262																	
BYK17_ICE20	BK17-LK-2	LK-2_180-190	2017-04-07	71.7453	129.3022	5	20	1.90	1.850	1.80	1.90	0.01				-0.4				-16.769	-133.183	0.965																	
BYK17_ICE21	BK17-LK-1	LK-1_000-010	2017-04-08	71.7454	129.2992	5	21	1.10	0.050	0.00	0.10	0.23				-6.1				-18.777	-146.574	3.644																	
BYK17_ICE21	BK17-LK-1	LK-1_010-020	2017-04-08	71.7454	129.2992	5	21	1.10	0.150	0.10	0.20	0.23	0.00	0.0038	5.5	-4.9	0.90	3.55	-44.039				<0.05	0.87	0.59	<0.05	0.32	<0.1	<20	<20	<0.10	<20	<0.20	<0.10	<20	0.30	<0.10	<0.10	<20
BYK17_ICE21	BK17-LK-1	LK-1_020-029	2017-04-08	71.7454	129.2992	5	21	1.10	0.245	0.20	0.29	0.23	0.00	0.0040	4.9	-4.3	1.03	4.33	-45.078	-16.690	-132.361	1.162	<0.05	0.89	0.58	<0.05	0.34	<0.1	<20	<20	0.11	<20	<0.20	<0.10	<20	0.30	<0.10	<0.10	<20
BYK17_ICE21	BK17-LK-1	LK-1_030-039	2017-04-08	71.7454	129.2992	5	21	1.10	0.345	0.30	0.39	0.23	0.01	0.0218	5.3	-3.7	0.56	5.33	-43.427	-16.750	-132.264	1.735	<0.05	4.98	0.58	<0.05	0.33	<0.1	<20	<20	0.31	<20	<0.20	0.37	<20	2.36	<0.10	<0.10	<20
BYK17_ICE21	BK17-LK-1	LK-1_040-050	2017-04-08	71.7454	129.2992	5	21	1.10	0.450	0.40	0.50	0.23				-3.4				-16.546	-131.367	1.002																	
BYK17_ICE21	BK17-LK-1	LK-1_050-060	2017-04-08	71.7454	129.2992	5	21	1.10	0.550	0.50	0.60	0.23	0.00	0.0028	5.6	-3.2	0.75	4.80	-44.531	-16.616	-131.946	0.981	<0.05	0.70	0.67	<0.05	0.33	<0.1	<20	<20	<0.10	<20	<0.20	<0.10	<20	0.21	<0.10	<0.10	<20
BYK17_ICE21	BK17-LK-1	LK-1_060-070	2017-04-08	71.7454	129.2992	5	21	1.10	0.650	0.60	0.70	0.23	0.00	0.0042	5.6	-3.0	0.96	3.60	-43.270	-16.699	-132.321	1.271	<0.05	0.87	0.60	<0.05	0.32	<0.1	<20	<20	0.20	<20	<0.20	<0.10	<20	0.31	<0.10	<0.10	<20
BYK17_ICE21	BK17-LK-1	LK-1_070-080	2017-04-08	71.7454	129.2992	5	21	1.10	0.750	0.70	0.80	0.23				-2.8				-16.769	-132.793	1.362																	
BYK17_ICE21	BK17-LK-1	LK-1_080-090	2017-04-08	71.7454	129.2992	5	21	1.10	0.850	0.80	0.90	0.23				-2.4				-16.658	-132.108	1.154																	
BYK17_ICE21	BK17-LK-1	LK-1_090-100	2017-04-08	71.7454	129.2992	5	21	1.10	0.950	0.90	1.00	0.23				-2.5				-16.845	-133.265	1.498																	
BYK17_ICE22	BK17-LK-4	LK-4_000-010	2017-04-08	71.7453	129.3065	5	22	1.33	0.050	0.00	0.10	0.15				-6.1				-16.427	-130.800	0.618																	
BYK17_ICE22	BK17-LK-4	LK-4_010-020	2017-04-08	71.7453	129.3065	5	22	1.33	0.150	0.10	0.20	0.15	0.00	0.0058	5.6	-4.6	0.65	3.55	-45.384	-16.627	-131.846	1.169	<0.05	1.29	0.65	<0.05	0.32	<0.1	<20	<20	0.26	<20	<0.20	<0.10	<20	0.48	<0.10	<0.10	<20
BYK17_ICE22	BK17-LK-4	LK-4_020-032	2017-04-08	71.7453	129.3065	5	22	1.33	0.260	0.20	0.32	0.15	0.00	0.0024	5.1	-4.1	0.55	4.66	-45.303	-16.585	-131.446	1.235	<0.05	0.67	0.56	<0.05	0.33	<0.1	<20	<20	<0.10	<20	<0.20	<0.10	<20	<0.20	<0.10	<0.10	<20
BYK17_ICE22	BK17-LK-4	LK-4_032-040	2017-04-08	71.7453	129.3065	5	22	1.33	0.360	0.32	0.40	0.15	0.03	0.0563	5.7	-3.8	0.64	4.03	-44.671	-16.493	-131.044	0.902	<0.05	14.09	1.76	0.07	0.32	<0.1	<20	<20	0.30	<20	0.28	0.86	<20	7.18	<0.10	<0.10	<20
BYK17_ICE22	BK17-LK-4	LK-4_040-052	2017-04-08	71.7453	129.3065	5	22	1.33	0.460	0.40	0.52	0.15	0.00	0.0022	5.0	-3.4	0.46	4.48	-46.800	-16.397	-129.798	1.376	<0.05	0.64	0.58	<0.05	0.32	<0.1	<20	<20	<0.10	<20	<0.20	<0.10	<20	<0.20	<0.10	<0.10	<20
BYK17_ICE22	BK17-LK-4	LK-4_052-058	2017-04-08	71.7453	129.3065	5	22	1.33	0.550	0.52	0.58	0.15	0.01	0.0304	5.2	-3.3	0.61	4.22	-43.950	-16.489	-131.418	0.498	<0.05	7.23	1.38	0.06	0.32	<0.1	<20	<20	0.20	<20	<0.20	0.50	<20	3.49	<0.10	<0.10	<20
BYK17_ICE22	BK17-LK-4	LK-4_058-069	2017-04-08	71.7453	129.3065	5	22	1.33	0.635	0.58	0.69	0.15	0.00	0.0052	5.0	-2.0	0.52	4.07	-44.584	-16.416	-132.152	-0.828	<0.05	1.28	0.64	<0.05	0.32	<0.1	<20	<20	<0.10	<20	<0.20	<0.10	<20	0.50	<0.10	<0.10	<20
BYK17_ICE22	BK17-LK-4	LK-4_069-080	2017-04-08	71.7453	129.3065	5	22	1.33	0.745	0.69	0.80	0.15	0.00	0.0029	5.1	-0.5	0.62	4.33	-45.590	-16.682	-132.331	1.122	<0.05	0.74	0.60	<0.05	0.32	<0.1	<20	<20	<0.10	<20	<0.20	<0.10	<20	0.21	<0.10	<0.10	<20
BYK17_ICE22	BK17-LK-4	LK-4_070-080	2017-04-08	71.7453	129.3065	5	22	1.33	0.750	0.70	0.80	0.15	0.00							-16.435	-130.587	0.892																	
BYK17_ICE22	BK17-LK-4	LK-4_100-110	2017-04-08	71.7453	129.3065	5	22	1.33	1.050	1.00	1.10	0.15		0.0123	4.9	-0.8	0.42	3.95	-46.100	-16.708	-132.667	0.996	<0.05	2.81	0.95	<0.05	0.32	<0.1	<20	<20	0.22	<20	<0.20	0.23	<20	1.24	<0.10	<0.10	<20
BYK17_ICE22	BK17-LK-4	LK-4_110-118	2017-04-08	71.7453	129.3065	5	22	1.33	1.140	1.10	1.18	0.15	0.01	0.0283	5.8	-0.9	0.66	7.52	-44.432	-16.707	-132.318	1.340	<0.05	4.45	1.05	<0.05	0.33	<0.1	<20	<20	0.57	<20	<0.20	0.51	<20	2.97	<0.10	<0.10	<20
